X,Y,onspostcodenospaces,X,Y,objectid,pcd2,hospcode,hospname,postcode,obs1url,ind1url,ind1value,obs2url,ind2url,ind2value,obs3url,ind3url,ind3value,obs4url,ind4url,ind4value,regionname,regioncode,IMDRank
-1.812036222,52.56738156,B757RR,-1.81204,52.56738,95999,B75  7RR,http://nhs.publishmydata.com/id/organisation/nacs/RR105,Good Hope Hospital,B75 7RR,http://nhs.publishmydata.com/data/metric/8139/year/2016/RR105,http://nhs.publishmydata.com/data/metric/8139,4,http://nhs.publishmydata.com/data/metric/8121/year/2016/RR105,http://nhs.publishmydata.com/data/metric/8121,87.7,http://nhs.publishmydata.com/data/metric/8150/year/2016/RR105,http://nhs.publishmydata.com/data/metric/8150,-5.95,http://nhs.publishmydata.com/data/metric/182/year/2016/RR105,http://nhs.publishmydata.com/data/metric/182,55,West Midlands,E15000005,14971
-1.812036222,52.56738156,B757RR,-1.81204,52.56738,95999,B75  7RR,http://nhs.publishmydata.com/id/organisation/nacs/RR106,Good Hope Hospital Treatment Centre,B75 7RR,http://nhs.publishmydata.com/data/metric/8139/year/2016/RR106,http://nhs.publishmydata.com/data/metric/8139,4,http://nhs.publishmydata.com/data/metric/8121/year/2016/RR106,http://nhs.publishmydata.com/data/metric/8121,87.7,http://nhs.publishmydata.com/data/metric/8150/year/2016/RR106,http://nhs.publishmydata.com/data/metric/8150,-5.95,http://nhs.publishmydata.com/data/metric/182/year/2016/RR106,http://nhs.publishmydata.com/data/metric/182,55,West Midlands,E15000005,14971
-1.723860414,52.62068184,B783NG,-1.72386,52.62068,99018,B78  3NG,http://nhs.publishmydata.com/id/organisation/nacs/RJF05,Sir Robert Peel Hospital,B78 3NG,http://nhs.publishmydata.com/data/metric/8139/year/2016/RJF05,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RJF05,http://nhs.publishmydata.com/data/metric/8121,94.1,http://nhs.publishmydata.com/data/metric/8150/year/2016/RJF05,http://nhs.publishmydata.com/data/metric/8150,-10.6,http://nhs.publishmydata.com/data/metric/182/year/2016/RJF05,http://nhs.publishmydata.com/data/metric/182,70,West Midlands,E15000005,15733
-1.774358224,52.41713794,B912JL,-1.77436,52.41714,103608,B91  2JL,http://nhs.publishmydata.com/id/organisation/nacs/RR109,Solihull Hospital,B91 2JL,http://nhs.publishmydata.com/data/metric/8139/year/2016/RR109,http://nhs.publishmydata.com/data/metric/8139,4,http://nhs.publishmydata.com/data/metric/8121/year/2016/RR109,http://nhs.publishmydata.com/data/metric/8121,87.7,http://nhs.publishmydata.com/data/metric/8150/year/2016/RR109,http://nhs.publishmydata.com/data/metric/8150,-5.95,http://nhs.publishmydata.com/data/metric/182/year/2016/RR109,http://nhs.publishmydata.com/data/metric/182,55,West Midlands,E15000005,24565
-1.829960328,52.48023253,B95SS,-1.82996,52.48023,101505,B9   5SS,http://nhs.publishmydata.com/id/organisation/nacs/RR101,Heartlands Hospital,B9 5SS,http://nhs.publishmydata.com/data/metric/8139/year/2016/RR101,http://nhs.publishmydata.com/data/metric/8139,4,http://nhs.publishmydata.com/data/metric/8121/year/2016/RR101,http://nhs.publishmydata.com/data/metric/8121,87.7,http://nhs.publishmydata.com/data/metric/8150/year/2016/RR101,http://nhs.publishmydata.com/data/metric/8150,-5.95,http://nhs.publishmydata.com/data/metric/182/year/2016/RR101,http://nhs.publishmydata.com/data/metric/182,55,West Midlands,E15000005,2136
-1.912118658,52.27978824,B987UB,-1.91212,52.27979,109099,B98  7UB,http://nhs.publishmydata.com/id/organisation/nacs/RWP01,Alexandra Hospital,B98 7UB,http://nhs.publishmydata.com/data/metric/8139/year/2016/RWP01,http://nhs.publishmydata.com/data/metric/8139,8,http://nhs.publishmydata.com/data/metric/8121/year/2016/RWP01,http://nhs.publishmydata.com/data/metric/8121,90,http://nhs.publishmydata.com/data/metric/8150/year/2016/RWP01,http://nhs.publishmydata.com/data/metric/8150,-29.2,http://nhs.publishmydata.com/data/metric/182/year/2016/RWP01,http://nhs.publishmydata.com/data/metric/182,56,West Midlands,E15000005,22692
-2.31156498,51.23731236,BA112FH,-2.31156,51.23731,112727,BA11 2FH,http://nhs.publishmydata.com/id/organisation/nacs/RH5G5,Frome Community Hospital,BA11 2FH,http://nhs.publishmydata.com/data/metric/8139/year/2016/RH5G5,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RH5G5,http://nhs.publishmydata.com/data/metric/8121,99.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RH5G5,http://nhs.publishmydata.com/data/metric/8150,1.93,http://nhs.publishmydata.com/data/metric/182/year/2016/RH5G5,http://nhs.publishmydata.com/data/metric/182,72,South West,E15000009,25495
-2.327147194,51.22287379,BA114BS,-2.32715,51.22287,113262,BA11 4BS,http://nhs.publishmydata.com/id/organisation/nacs/RH587,Chantry House Day Hospital,BA11 4BS,http://nhs.publishmydata.com/data/metric/8139/year/2016/RH587,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RH587,http://nhs.publishmydata.com/data/metric/8121,99.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RH587,http://nhs.publishmydata.com/data/metric/8150,1.93,http://nhs.publishmydata.com/data/metric/182/year/2016/RH587,http://nhs.publishmydata.com/data/metric/182,72,South West,E15000009,10713
-2.36143477,51.38225352,BA11RL,-2.36143,51.38225,110225,BA1  1RL,http://nhs.publishmydata.com/id/organisation/nacs/RBB01,Royal National Hospital For Rheumatic Diseases,BA1 1RL,http://nhs.publishmydata.com/data/metric/8139/year/2016/RBB01,http://nhs.publishmydata.com/data/metric/8139,1,http://nhs.publishmydata.com/data/metric/8121/year/2016/RBB01,http://nhs.publishmydata.com/data/metric/8121,89.1,http://nhs.publishmydata.com/data/metric/8150/year/2016/RBB01,http://nhs.publishmydata.com/data/metric/8150,-3.03,http://nhs.publishmydata.com/data/metric/182/year/2016/RBB01,http://nhs.publishmydata.com/data/metric/182,75,South West,E15000009,8999
-2.181709619,51.20669924,BA128QS,-2.18171,51.2067,114724,BA12 8QS,http://nhs.publishmydata.com/id/organisation/nacs/RN3C5,Warminster Community Hospital,BA12 8QS,http://nhs.publishmydata.com/data/metric/8139/year/2016/RN3C5,http://nhs.publishmydata.com/data/metric/8139,6,http://nhs.publishmydata.com/data/metric/8121/year/2016/RN3C5,http://nhs.publishmydata.com/data/metric/8121,90.9,http://nhs.publishmydata.com/data/metric/8150/year/2016/RN3C5,http://nhs.publishmydata.com/data/metric/8150,-8.77,http://nhs.publishmydata.com/data/metric/182/year/2016/RN3C5,http://nhs.publishmydata.com/data/metric/182,70,South West,E15000009,16226
-2.391216351,51.39166206,BA13NG,-2.39122,51.39166,110904,BA1  3NG,http://nhs.publishmydata.com/id/organisation/nacs/RD130,Royal United Hospital,BA1 3NG,http://nhs.publishmydata.com/data/metric/8139/year/2016/RD130,http://nhs.publishmydata.com/data/metric/8139,3,http://nhs.publishmydata.com/data/metric/8121/year/2016/RD130,http://nhs.publishmydata.com/data/metric/8121,89.1,http://nhs.publishmydata.com/data/metric/8150/year/2016/RD130,http://nhs.publishmydata.com/data/metric/8150,-3.03,http://nhs.publishmydata.com/data/metric/182/year/2016/RD130,http://nhs.publishmydata.com/data/metric/182,75,South West,E15000009,30735
-2.209878672,51.32529211,BA148PH,-2.20988,51.32529,117083,BA14 8PH,http://nhs.publishmydata.com/id/organisation/nacs/RN334,Trowbridge Community Hospital,BA14 8PH,http://nhs.publishmydata.com/data/metric/8139/year/2016/RN334,http://nhs.publishmydata.com/data/metric/8139,6,http://nhs.publishmydata.com/data/metric/8121/year/2016/RN334,http://nhs.publishmydata.com/data/metric/8121,90.9,http://nhs.publishmydata.com/data/metric/8150/year/2016/RN334,http://nhs.publishmydata.com/data/metric/8150,-8.77,http://nhs.publishmydata.com/data/metric/182/year/2016/RN334,http://nhs.publishmydata.com/data/metric/182,70,South West,E15000009,4575
-2.63471263,50.9448355,BA214AT,-2.63471,50.94484,122339,BA21 4AT,http://nhs.publishmydata.com/id/organisation/nacs/RA430,Yeovil District Hospital,BA21 4AT,http://nhs.publishmydata.com/data/metric/8139/year/2016/RA430,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RA430,http://nhs.publishmydata.com/data/metric/8121,92.3,http://nhs.publishmydata.com/data/metric/8150/year/2016/RA430,http://nhs.publishmydata.com/data/metric/8150,-10.63,http://nhs.publishmydata.com/data/metric/182/year/2016/RA430,http://nhs.publishmydata.com/data/metric/182,68,South West,E15000009,17127
-2.562486845,51.19056922,BA44PG,-2.56249,51.19057,125782,BA4  4PG,http://nhs.publishmydata.com/id/organisation/nacs/RH5F7,Shepton Mallet Community Hospital,BA4 4PG,http://nhs.publishmydata.com/data/metric/8139/year/2016/RH5F7,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RH5F7,http://nhs.publishmydata.com/data/metric/8121,99.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RH5F7,http://nhs.publishmydata.com/data/metric/8150,1.93,http://nhs.publishmydata.com/data/metric/182/year/2016/RH5F7,http://nhs.publishmydata.com/data/metric/182,72,South West,E15000009,28040
-2.699234891,51.16047209,BA68JD,-2.69923,51.16047,127665,BA6  8JD,http://nhs.publishmydata.com/id/organisation/nacs/RH5F8,West Mendip Community Hospital,BA6 8JD,http://nhs.publishmydata.com/data/metric/8139/year/2016/RH5F8,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RH5F8,http://nhs.publishmydata.com/data/metric/8121,99.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RH5F8,http://nhs.publishmydata.com/data/metric/8150,1.93,http://nhs.publishmydata.com/data/metric/182/year/2016/RH5F8,http://nhs.publishmydata.com/data/metric/182,72,South West,E15000009,10189
-2.712896793,51.14872671,BA69DD,-2.7129,51.14873,127948,BA6  9DD,http://nhs.publishmydata.com/id/organisation/nacs/RH5H3,Glastonbury Dental Access Centre,BA6 9DD,http://nhs.publishmydata.com/data/metric/8139/year/2016/RH5H3,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RH5H3,http://nhs.publishmydata.com/data/metric/8121,99.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RH5H3,http://nhs.publishmydata.com/data/metric/8150,1.93,http://nhs.publishmydata.com/data/metric/182/year/2016/RH5H3,http://nhs.publishmydata.com/data/metric/182,72,South West,E15000009,2998
-2.418168762,51.05874742,BA99DQ,-2.41817,51.05875,128903,BA9  9DQ,http://nhs.publishmydata.com/id/organisation/nacs/RH5G2,Wincanton Community Hospital,BA9 9DQ,http://nhs.publishmydata.com/data/metric/8139/year/2016/RH5G2,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RH5G2,http://nhs.publishmydata.com/data/metric/8121,99.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RH5G2,http://nhs.publishmydata.com/data/metric/8150,1.93,http://nhs.publishmydata.com/data/metric/182/year/2016/RH5G2,http://nhs.publishmydata.com/data/metric/182,72,South West,E15000009,19255
-2.227879928,53.81043784,BB102PQ,-2.22788,53.81044,131538,BB10 2PQ,http://nhs.publishmydata.com/id/organisation/nacs/RXR10,Burnley General Hospital,BB10 2PQ,http://nhs.publishmydata.com/data/metric/8139/year/2016/RXR10,http://nhs.publishmydata.com/data/metric/8139,10,http://nhs.publishmydata.com/data/metric/8121/year/2016/RXR10,http://nhs.publishmydata.com/data/metric/8121,94.1,http://nhs.publishmydata.com/data/metric/8150/year/2016/RXR10,http://nhs.publishmydata.com/data/metric/8150,1.09,http://nhs.publishmydata.com/data/metric/182/year/2016/RXR10,http://nhs.publishmydata.com/data/metric/182,69,North West,E15000002,8193
-2.462714346,53.73557489,BB23HH,-2.46271,53.73557,135954,BB2  3HH,http://nhs.publishmydata.com/id/organisation/nacs/RXR20,Royal Blackburn Hospital,BB2 3HH,http://nhs.publishmydata.com/data/metric/8139/year/2016/RXR20,http://nhs.publishmydata.com/data/metric/8139,10,http://nhs.publishmydata.com/data/metric/8121/year/2016/RXR20,http://nhs.publishmydata.com/data/metric/8121,94.1,http://nhs.publishmydata.com/data/metric/8150/year/2016/RXR20,http://nhs.publishmydata.com/data/metric/8150,1.09,http://nhs.publishmydata.com/data/metric/182/year/2016/RXR20,http://nhs.publishmydata.com/data/metric/182,69,North West,E15000002,8544
-2.366920734,53.75959872,BB56AS,-2.36692,53.7596,141920,BB5  6AS,http://nhs.publishmydata.com/id/organisation/nacs/RXR60,Accrington Victoria Hospital,BB5 6AS,http://nhs.publishmydata.com/data/metric/8139/year/2016/RXR60,http://nhs.publishmydata.com/data/metric/8139,10,http://nhs.publishmydata.com/data/metric/8121/year/2016/RXR60,http://nhs.publishmydata.com/data/metric/8121,94.1,http://nhs.publishmydata.com/data/metric/8150/year/2016/RXR60,http://nhs.publishmydata.com/data/metric/8150,1.09,http://nhs.publishmydata.com/data/metric/182/year/2016/RXR60,http://nhs.publishmydata.com/data/metric/182,69,North West,E15000002,11574
-2.366013925,53.88529724,BB74JX,-2.36601,53.8853,143823,BB7  4JX,http://nhs.publishmydata.com/id/organisation/nacs/RXR70,Clitheroe Community Hospital,BB7 4JX,http://nhs.publishmydata.com/data/metric/8139/year/2016/RXR70,http://nhs.publishmydata.com/data/metric/8139,10,http://nhs.publishmydata.com/data/metric/8121/year/2016/RXR70,http://nhs.publishmydata.com/data/metric/8121,94.1,http://nhs.publishmydata.com/data/metric/8150/year/2016/RXR70,http://nhs.publishmydata.com/data/metric/8150,1.09,http://nhs.publishmydata.com/data/metric/182/year/2016/RXR70,http://nhs.publishmydata.com/data/metric/182,69,North West,E15000002,22037
-2.21399906,53.83699581,BB99SZ,-2.214,53.837,147553,BB9  9SZ,http://nhs.publishmydata.com/id/organisation/nacs/RXR50,Pendle Community Hospital,BB9 9SZ,http://nhs.publishmydata.com/data/metric/8139/year/2016/RXR50,http://nhs.publishmydata.com/data/metric/8139,10,http://nhs.publishmydata.com/data/metric/8121/year/2016/RXR50,http://nhs.publishmydata.com/data/metric/8121,94.1,http://nhs.publishmydata.com/data/metric/8150/year/2016/RXR50,http://nhs.publishmydata.com/data/metric/8150,1.09,http://nhs.publishmydata.com/data/metric/182/year/2016/RXR50,http://nhs.publishmydata.com/data/metric/182,69,North West,E15000002,1928
-1.712400959,53.82363167,BD100JE,-1.7124,53.82363,149275,BD10 0JE,http://nhs.publishmydata.com/id/organisation/nacs/RAE4H,Eccleshill Community Hospital,BD10 0JE,http://nhs.publishmydata.com/data/metric/8139/year/2016/RAE4H,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RAE4H,http://nhs.publishmydata.com/data/metric/8121,93.3,http://nhs.publishmydata.com/data/metric/8150/year/2016/RAE4H,http://nhs.publishmydata.com/data/metric/8150,1.83,http://nhs.publishmydata.com/data/metric/182/year/2016/RAE4H,http://nhs.publishmydata.com/data/metric/182,66,Yorkshire and the Humber,E15000003,729
-1.786284234,53.83344761,BD183LT,-1.78628,53.83345,155539,BD18 3LT,http://nhs.publishmydata.com/id/organisation/nacs/RAE2H,Shipley Hospital,BD18 3LT,http://nhs.publishmydata.com/data/metric/8139/year/2016/RAE2H,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RAE2H,http://nhs.publishmydata.com/data/metric/8121,93.3,http://nhs.publishmydata.com/data/metric/8150/year/2016/RAE2H,http://nhs.publishmydata.com/data/metric/8150,1.83,http://nhs.publishmydata.com/data/metric/182/year/2016/RAE2H,http://nhs.publishmydata.com/data/metric/182,66,Yorkshire and the Humber,E15000003,14553
-1.962697891,53.89802901,BD206TD,-1.9627,53.89803,158561,BD20 6TD,http://nhs.publishmydata.com/id/organisation/nacs/RCF22,Airedale General Hospital,BD20 6TD,http://nhs.publishmydata.com/data/metric/8139/year/2016/RCF22,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RCF22,http://nhs.publishmydata.com/data/metric/8121,94.6,http://nhs.publishmydata.com/data/metric/8150/year/2016/RCF22,http://nhs.publishmydata.com/data/metric/8150,-2.77,http://nhs.publishmydata.com/data/metric/182/year/2016/RCF22,http://nhs.publishmydata.com/data/metric/182,76,Yorkshire and the Humber,E15000003,23075
-2.019016526,53.95570775,BD232RJ,-2.01902,53.95571,162384,BD23 2RJ,http://nhs.publishmydata.com/id/organisation/nacs/RCF31,Skipton General Hospital,BD23 2RJ,http://nhs.publishmydata.com/data/metric/8139/year/2016/RCF31,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RCF31,http://nhs.publishmydata.com/data/metric/8121,94.6,http://nhs.publishmydata.com/data/metric/8150/year/2016/RCF31,http://nhs.publishmydata.com/data/metric/8150,-2.77,http://nhs.publishmydata.com/data/metric/182/year/2016/RCF31,http://nhs.publishmydata.com/data/metric/182,76,Yorkshire and the Humber,E15000003,15634
-2.29221068,54.06955806,BD240BN,-2.29221,54.06956,163617,BD24 0BN,http://nhs.publishmydata.com/id/organisation/nacs/RCF30,Castleberg Hospital,BD24 0BN,http://nhs.publishmydata.com/data/metric/8139/year/2016/RCF30,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RCF30,http://nhs.publishmydata.com/data/metric/8121,94.6,http://nhs.publishmydata.com/data/metric/8150/year/2016/RCF30,http://nhs.publishmydata.com/data/metric/8150,-2.77,http://nhs.publishmydata.com/data/metric/182/year/2016/RCF30,http://nhs.publishmydata.com/data/metric/182,76,Yorkshire and the Humber,E15000003,21712
-1.760995976,53.78349883,BD50NA,-1.761,53.7835,166246,BD5  0NA,http://nhs.publishmydata.com/id/organisation/nacs/RAE05,St Lukes Hospital,BD5 0NA,http://nhs.publishmydata.com/data/metric/8139/year/2016/RAE05,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RAE05,http://nhs.publishmydata.com/data/metric/8121,93.3,http://nhs.publishmydata.com/data/metric/8150/year/2016/RAE05,http://nhs.publishmydata.com/data/metric/8150,1.83,http://nhs.publishmydata.com/data/metric/182/year/2016/RAE05,http://nhs.publishmydata.com/data/metric/182,66,Yorkshire and the Humber,E15000003,680
-1.776243644,53.80731028,BD88RA,-1.77624,53.80731,169557,BD8  8RA,http://nhs.publishmydata.com/id/organisation/nacs/RAE5H,Westbourne Green Community Hospital,BD8 8RA,http://nhs.publishmydata.com/data/metric/8139/year/2016/RAE5H,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RAE5H,http://nhs.publishmydata.com/data/metric/8121,93.3,http://nhs.publishmydata.com/data/metric/8150/year/2016/RAE5H,http://nhs.publishmydata.com/data/metric/8150,1.83,http://nhs.publishmydata.com/data/metric/182/year/2016/RAE5H,http://nhs.publishmydata.com/data/metric/182,66,Yorkshire and the Humber,E15000003,446
-1.794699796,53.80599495,BD96RJ,-1.7947,53.80599,170485,BD9  6RJ,http://nhs.publishmydata.com/id/organisation/nacs/RAE01,Bradford Royal Infirmary,BD9 6RJ,http://nhs.publishmydata.com/data/metric/8139/year/2016/RAE01,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RAE01,http://nhs.publishmydata.com/data/metric/8121,93.3,http://nhs.publishmydata.com/data/metric/8150/year/2016/RAE01,http://nhs.publishmydata.com/data/metric/8150,1.83,http://nhs.publishmydata.com/data/metric/182/year/2016/RAE01,http://nhs.publishmydata.com/data/metric/182,66,Yorkshire and the Humber,E15000003,7221
-1.940081602,50.74866373,BH124NB,-1.94008,50.74866,174068,BH12 4NB,http://nhs.publishmydata.com/id/organisation/nacs/RDY22,Alderney Hospital,BH12 4NB,http://nhs.publishmydata.com/data/metric/8139/year/2016/RDY22,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RDY22,http://nhs.publishmydata.com/data/metric/8121,100,http://nhs.publishmydata.com/data/metric/8150/year/2016/RDY22,http://nhs.publishmydata.com/data/metric/8150,-1.54,http://nhs.publishmydata.com/data/metric/182/year/2016/RDY22,http://nhs.publishmydata.com/data/metric/182,66,South West,E15000009,15796
